indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y025_029,59,149,129.07909369358663,0.1665976306501055,0.03495632137835835,0.1087674638634776,0.24666535294568695
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_024,78,683,606.1689566162414,0.6383944511885539,0.02526885523048251,0.587553739048905,0.6863140444453232
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_024,78,686,609.0763196117064,0.5340072158801178,0.029031493408083905,0.47691110788943525,0.5902259945013344
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_024,78,686,609.0763196117064,0.16287200414104414,0.02080441860423096,0.12607945190839795,0.20784779537305642
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_024,78,686,609.0763196117064,0.3711352117390736,0.022866096905619922,0.3275313558332573,0.4169448175658518
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_024,78,686,609.0763196117064,0.3711352117390736,0.022866096905619922,0.3275313558332573,0.4169448175658518
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_024,78,686,609.0763196117064,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_024,78,685,608.080605190809,0.06923230111121981,0.010702269835127306,0.05097695674361988,0.09338179447236941
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_019,74,373,335.16001648088695,0.42364546272045434,0.03397363454647379,0.3588097244851836,0.49122138025271694
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_019,74,373,335.16001648088695,0.35372532769228576,0.032566834641116725,0.2927800802219835,0.41982596263485267
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_019,74,373,335.16001648088695,0.0545446616930993,0.01336186179733697,0.03355362754310514,0.08747896452226776
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_019,74,373,335.16001648088695,0.29918066599918647,0.029464692538749792,0.2447831939720624,0.35990579751815976
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_019,74,373,335.16001648088695,0.29918066599918647,0.029464692538749792,0.2447831939720624,0.35990579751815976
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_019,74,373,335.16001648088695,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y015_019,74,373,335.16001648088695,0.04242521288791334,0.009886583520574305,0.026762195719405392,0.06662769563529246
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y020_024,75,310,271.8024042924536,0.8846793235346108,0.017128303338884925,0.846635500780056,0.914241861501628
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y020_024,75,313,274.67529082023674,0.7389659088086838,0.029245223611280652,0.6777491364982601,0.792120452127357
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y020_024,75,313,274.67529082023674,0.2860270849965513,0.038072932051933746,0.2175222426162887,0.3660146121925649
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y020_024,75,313,274.67529082023674,0.4529388238121325,0.03384438633015608,0.38781400402036736,0.5197155638580792
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y020_024,75,313,274.67529082023674,0.4529388238121325,0.03384438633015608,0.38781400402036736,0.5197155638580792
