indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_024,6,69,65.52611071585511,0.009921665339180928,0.0094068396026136,0.0015315405597240664,0.061446203169401026
sti12m,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_024,6,69,65.52611071585511,0.2762527627754682,0.058493830038024136,0.17703953622415108,0.4037854696492425
eversex,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_019,6,33,31.503712743205977,0.4200352675815662,0.06625203904523333,0.29824503837092625,0.5524096875958241
sex12m,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_019,6,33,31.503712743205977,0.39512011442176864,0.06324935510442005,0.27998666606035255,0.5231952286558937
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_019,6,33,31.503712743205977,0.2310402184545852,0.049151046457899285,0.14871889423506032,0.3406926092299981
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_019,6,33,31.503712743205977,0.14375569685127432,0.07625287747566432,0.047488427081954346,0.36117576319315914
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_019,6,33,31.503712743205977,0.020324199115909134,0.020174891485159867,0.0028393482687840044,0.13130359380544215
sti12m,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_019,6,33,31.503712743205977,0.15911435750936517,0.06656769781748141,0.06660997564103277,0.3341006577022109
eversex,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y020_024,6,36,34.03715249927975,1,0,,
sex12m,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y020_024,6,36,34.03715249927975,0.903791083147356,0.06669902448595542,0.6762612892686419,0.9768764722499265
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y020_024,6,36,34.03715249927975,0.6711603242593792,0.14341153343770416,0.36351762361373546,0.8794258553528318
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y020_024,6,36,34.03715249927975,0.23263075888797674,0.09230511516163144,0.09912671371886071,0.455104838333554
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y020_024,6,36,34.03715249927975,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y020_024,6,36,34.03715249927975,0.38797631785929126,0.0561580855975602,0.2850870157437245,0.5019282477821527
eversex,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y025_029,6,34,32.6761163732044,1,0,,
sex12m,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y025_029,6,34,32.6761163732044,0.9730606116087518,0.022663750430821493,0.8690192902994897,0.9949404158025036
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y025_029,6,34,32.6761163732044,0.7375852571350221,0.02101142043473107,0.6943825854483335,0.7766451592240398
